The staff was indifferent to my stay. For example, almost had to convince the front desk to go through the effort to sell me another night stay. I almost went to another hotel because it seemed too much trouble to check me out and then check me back in. Not likely to return.	service
I had never stayed at a Fair field Inn. I was very impressed with the staff., they were excellent. The rooms were great and the service was even better. Would definitely recommend anyone looking for a hotel to stay at a Fair field Inn.	service
Very friendly staff and excellent breakfast choices. I question that the comforter was not double sheeted but had a light weight searsucker spread on it. Also, we received half used bottle of shampoo.	service,facility
Easy on/off 81. Good service. I had requested a rollaway bed with my reservation, but they said the request wasnt there. No matter - they had one in my room within 20 mins of check-in. Overall, we were pleased.	service
The room was very clean. Staff very friendly. I was not impressed with the breakfast.	service,environment,food
nice hotel, in a convenient location to IS 81. I appreciated the great breakfast, then quick access to the highway.	food,location
Free wifi throughout hotel	service
Would have loved to know they were under going major renovations before I booked the room. But considering they were it was still a nice place to stay. Staff was extremely friendly and the rooms were very nice and clean. Pool and hot tub very nice an clean as well.	service,environment
The room was fine...the bathroom was VERY small, but otherwise an OK stay.	facility
Hotel seemed clean. Staff was pleasant. Room seemed clean but it smelled very musty. Im not sure why it smelled that way. It would be much better if they offered rooms with 2 queen beds instead of two double beds.	service,facility,environment
We had a great stay. Have been to this hotel before. I would suggest the pool area floor be replaced though . It is very slippery!!! And I had to call the front desk for towels. Rooms are very nice ,beds very comfortable. Love that we can walk to Applebees or Cracker Barrel.	service,facility
Very comfortable. Great spread for a free breakfast buffet. The indoor pool was big enough (not huge), though the room was steamy. Friendly staff.	service,facility,environment
Our late evening arrival was no problem for the staff person who registered us. The parking access was perfect for my wifes limited mobility and for carting our luggage to the room and back. The breakfast buffet was well provisioned and the server friendly and accommodating.	service,facility,food
The staff was great. We decided to stay another day and they were very helpful. The room was extremely comfortable	service,environment
Room looked to be in disrepair, bathroom door didnt shut without force. The hostess was very unprofessional with her stars and bar finger nails.	service,facility
The room smelled bad. Not very clean to say the least. I would sleep in my car before stay here again.	environment
Very comfortable bed and pillows and clean. Refrigerator and microwave was very helpful also. A great place to stay for the price.	facility
The room was clean and there a good Denny across the street small beds and not enough towels breakfast was not up to par from my othere hotel stays and service at desk was quick but not a happy to see you kind just a here your key kind of thing but it did the job	service,environment,food
Ive stayed here a couple of times on business. Decent clean but the value per is at a max. Fitness center is not much.	facility
The rooms were OK, but there was no insulation or soundproofing. You could hear every noise both upstairs and next door, not only that but every time a car started outside, it sounded like it was in your room!	service,environment
The hotel was easy off and on the highway, and reasonably priced, which were our main points for selection. The night clerk was very helpful for our issue. But that doesnt outweigh the huge negative of finding a condom wrapper between the sheets with suspicious spots on the blanket, which led us to believe they had not been changed from a prior guest. Upon my request, both were replaced and we were offered a different room, but inspection of this room included holes in both the sheets and blanket. Disgusting. If I hadnt booked on line I would have insisted on my money back. We would never recommend this hotel to anyone!	environment
It was just ok...room had a odor but carpet was new...just dated....i guess you get what you pay for...	facility
Well, the desk clerk Sandy was pleasant and made us feel welcome. There were no more first floor rooms, apparently, so we were stuck with climbing the stairs with our arthritis and artificial hips. Our room with two queen beds only had two sets of towels, so we had to hike back down to the desk for another set.	service,facility
we stayed for 2 nights the room was clean and beds were comfortable and it was in a good location close to a walmart and fast food reasturants.	service,facility,environment,food,location
Super excited!! I also check the beds and they were perfect. Helpful staff, delicious complimentary breakfast, and overall great stay!! I will definitely stay there again. My family and I enjoyed our stay very much, the kids loved the complimentary breakfast which also saved us money!Plenty of on site parking. Close to restaurants and stores. Easy to get to.	service,facility,food
Stayed a night with my kiddo it was A good place to shower and sleep we wasnt really around to do much else!	facility
My husband and I had been making a trip to California and back. We used Wyndham hotels as they seemed to be the best. Our journey to California was excellent...THEN I reserved another hotels The Days Inn El Reno. We got the King Bed No smoking for one night. Everything was going well until we decided to call it.	facility
Great 2 star motel! Room - immaculate room with king size bed, desk, couch-looked recently painted, carpeted, decorated - bed very comfortable Bathroom - spotless, vanity outside bath Breakfast - above average for budget motel - plain oatmeal with cranberries and brown sugar to add, flavored oatmeal, waffles, yogurt, microwavable eggs, apples, wheat/white/raison bread, jam, peanut butter, pastry.	facility,food
We spent one night there and would stay again. The king size bedroom was clean and room had a microwave and refrigerator which was very convenient. They have a continental breakfast with omelets, waffles, yogurt, cereal, fruit, etc. The clerk was very helpful the next morning when my prescription sunglasses needed to be fixed.	facility,food
I attempt to use my Wyndham Rewards. He said it was invalid and created a new number for no reason. He said you can just call this number and tell them to combine the two numbers. I asked for a detail print out of charges and he wasnt happy that I asked for one. Room was okay, the front desk.	service
Nice night of leisure on a long trip. The service staff were friendly courteous and very helpful. The beds were comfortable and the location was quiet and afforded a good night sleep. I have stayed several times in the past and never dissatisfied with my stay or any of the staff.	service,facility
Room was filthy, had bugs crawling up the wall, load people at all hours and we were on the top floor,	environment
We stayed here on our way to visit family. We got to the motel, Melissa the front desk clerk, was very friendly and got us checked in quickly. The rooms were big and seemed clean enough at first but as we settled in for the night we could tell the housekeepers defiantly needed to be retrained on how to clean More.	service,environment
Terrible stay. Everything in the room felt damp as it was terribly humid. The place was dated and breakfast omelets were made in a different ZIP code or worse. The orange juice burned our throats fro the acidity. They had a cardboard like of the man in the advertisents. Now everytime I see his likeness I will run away.	facility,food
Easy and quick check-in. Room was a positive surprise, clean and spacious Pet friendly . Breakfast was basic but good good half way point from Phoenix to Milwaukee. Next trip we will stay here again.	environment,food
Overall stay was ok. The towels could have used a little more in the wash. They were dingy and you could see past stains on them. Walls had hand stains on them. Will most likely not stay here again.	facility
We stayed in the poolside room for one night and loved being in the backyard by the pool. The grounds are beautifully landscaped with trees and vines and flowers inside a privacy fence. It was a comfortable and very safe feeling for two ladies traveling alone. The shower was brand new, and our room was extremely clean.	facility,environment
We would really like to give five stars to that place, because the house is really beautiful and well renovated, the garden is wonderful, peaceful, and the vegetation is great, our host was very kind and helpful and gave us a lot of advices about where to eat and what to see, the place is well located and easy to find.	service,environment
My wife and I spent our 25th wedding anniversary at this wonderful BB. Our host, Steven, was excellent and very helpful when deciding on sights and events to take in. The room was beautiful and large. The entire BB was clean and decorated for Mardi Gras. We had never been to Mobile, but after this trip.	environment
This was a perfect place to stay during our first time ever in Mobile. I would recommend a couple nights as this city has so much to offer. Great food, museums, walks along old historical areas ect. This BB is located on a main street lined with old homes and most are in great condition.	food,location
This place was really close to the area we wanted to be in. Stephen is really friendly and has great knowledge of area. However bed was extremely uncomfortable and sheets were not soft. Tub in bathroom was just really weird. Not enough room to move because of shower curtain. Didnt get to enjoy breakfast because of time we needed.	facility,food,location
This was my first time visiting Mobile, so I especially appreciated the hosts knowledge about the areas history and culture. The decor holds true to this charming homes era. I found myself walking slowly through the common areas just to take it all in. We stayed in one of the private rooms in the garden area behind the main house.	service
My husband surprised me with a trip to Mobile during Mardi Gras and we stayed at the Berney Fly. We both absolutely loved it! Its a beautiful home filled with history. Steven was amazing! Breakfast had any options you could want and Steven had many stories to keep us entertained. Id recommend staying here any time, especially if youre looking.	food
This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, its one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts Ive visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay.	facility,food
My girlfriend and I had a really nice time at Berney Fly Bed and Breakfast. The owners were friendly and clearly in love with Mobile, offering a number of suggestions on restaurants and attractions to visit. While it was a little too cool to swim during our visit, the pool and hot tub area were very nicely maintained. Finally, breakfast.	facility,food
Altough they only have three guest rooms,it is worth trying to book one.This is not a hotel.It is an 1895 home that the owners live in.It includes a fresh made breakfast every morning and wonderful pool area.It is close to Loda and downtown hot spots for dining and drinking.Or just stay in and relax.	facility,food
We stayed in the Spanish Bay room, which was roomy and nice. The proprietors are friendly and talkative. Steve made sure we had suggestions on places to go and eat while we were there. I really enjoyed the breakfasts. Not overly elaborate, but with the small number of guests, you wouldnt expect it to be. The pool area in the back.	service,facility,food
We stayed here for one night during our road trip across the US. Steven was friendly and hospitable and the room was large and clean. Breakfast the next morning was delicious and plentiful. Make sure you walk around the neighbourhood during the day, there are some beautiful mansions. I highly recommend staying here if you are coming to Mobile!	environment,food
This is absolutely a Southern Gem,... I have been given a tour of this House prior to the Annex, and enjoyed the Pool on a Day Pass... The Host couldnt be better. Folks need to Remember they are practically staying in a Museum on Govt Blvd with Age old OAK rees n a Piece of History plumbing was integrated after.	facility
Had a very nice stay here, everything was perfect! We were greeted upon arrival and given a history of the home and local area. The home is in very nice condition, and nicely decorated. We stayed in the pool cottage at the back of the property, which was more private. The pool is nice and refreshing, the back yard nicely.	facility
We enjoyed our one night stay in the Berney Fly BB. We stayed in the Spanish Bay Deluxe Room. The room was clean, comfortable and quiet. The innkeeper was very helpful and knowledgeable. His recommendations for restaurants and things to do were spot on. He related some interesting facts and information about the inn. Our breakfast was really good.	service,environment,food
We stayed at Berney Fly Bed and Breakfast last week and had a wonderful time! Our room was comfortable, clean and unique. Breakfast was wonderful and the pool was amazing. We loved the lounge area and relaxed everyday poolside. Stephen and Enoch were great hosts and helpful with directions to places of interest and restaurants in the area.	environment,food,location
Nice place in a neighborhood filled with great old houses/mansions. Friendly inn keeper with lots of information. Clean room. We stayed in the French Deco room for one night. Quiet street. Not far from downtown (5 min drives). Tasty breakfast. Thanks, Berney Fly!	service,food
We had an extremely comfortable night here, the house itself is beautifully looked after, the room was plush with an en-suite with everything you could need during your stay. Stephen was incredibly knowledgeable about the area, Mardi Gras which he is obviously very involved with and the history of the property. He directed us to a great bar.	service,environment
While seeking accommodations for our complex family group, (ages 25 to 96), Innkeeper Steven was creative, thoughtful and put in extra effort to solve out housing needs. He responded to our multiple inquiries quickly with solutions as well as with reasonable rates. Thank you innkeeper Steven!	service
If you are travelling the Southern States, travelling lets say from Florida to Texas, or even further, I highly recommend you have a break at this place. Better than the standard hotel rooms we all know to well. We stayed at Berney Fly Bed and Breakfast about 2 weeks ago, for 2 nights, and had a great time.	food
Located in a beautiful area of Mobile, in the historical district, the house has big porches with chairs to sit, nice gardens, and is lovely inside. Stephen can give you a verbal historical tour of the property and the town of Mobil, and he made every effort to make us comfortable. Rooms are exceptionally large.	service,facility
One of my very favorite BBs in the country This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, its one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts Ive visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay.	facility,food,location
The rooms are charming, the host is knowledgeable , and the breakfast is excellent. I spent two nights and felt completely welcomed in a calming atmosphere. Steve also gave me easy directions to my worksite!!!	service,environment,food
Loved the back yard with the pool and Jacuzzi Beautiful antiques and knicks knack. Enjoyed the breakfast. Steve was available to answer any question that we had. Good value. We spent only one evening, but wished we had stayed two.	service,facility,food
The service and the food was above average. The room was clean and quiet, but dated. A excellent location in a charming neighborhood. A beautiful new swimming pool and spa, made a charming yard. It is a big house that needs work, but we enjoyed our stay.	service,facility,environment,food
This is a lovely B and B with helpful, friendly staff who love Mobile. Its located in the Oakleigh Gardens District near excellent restaurants. The 1895 home is beautifully decorated in period furnishings and it has a lovely pool for a cool down swim. We enjoyed walking the Oakleigh district and visited the Oakleigh Mansion built in 1833.	service,facility,location
The home is full of delightful antiques and knick-knacks - each one with its own history. We were visiting our sons fiancee who has been teaching in Mobile while she finished her masters degree in education. Breakfast both mornings was delicious with fresh fruit, scrambled eggs plus, coffee and juice both days, biscuits morning and banana pancakes the other.	environment,food
Berney-Fly is a nice BB. The location is good with easy access to all points in Mobile. Steve, the operator, is welcoming. Steve admits that much of the house is due for a makeover. But it is quite comfortable with large rooms and decent furniture and fixtures. My biggest complaint is that the clawfoot tub/shower is difficult to get in.	service,facility,location
Myself partner Michelle stayed one night on our trip around the Southern States. What can I say about the Berney Fly, well its just how I would expect a local guest house to be, traditional architecture wonderful rooms including our bedroom. Its like going back in time but with all the Modern facilities like wifi lol.	facility,environment
great swimming pool and sub-tropical gardens read more	facility
If you are looking for a romantic spot in Mobile, this is it! This lovely home is located on a shady street lined with live oaks in a historic district of Mobile. There are several good restaurants within walking distance, and the host will be glad to tell you about them, as well as give you ideas for things.	service,environment,location
My husband and I visited Berney Fly for our 25th anniversary and will definitely be back! Steven was a fantastic host and an excellent cook! Even though I neglected to tell him in advance of my food restrictions, he did his very best to accommodate me and provided wonderfully tasty breakfasts. We stayed in the room on the bottom floor.	service,food
Great Swimming Pool and Sub-tropical Gardens Read more.	facility,environment
My wife and I went to a concert at The Saenger Theater. It was very close and the stay was all around wonderful! Beautiful house, pool, room, it was quiet, delicious breakfast, fabulous service, and we met some great people too. Conversation with Steve (innkeeper) is intelligent as well. Ty Steve! We will be back!	service,facility,food,location
We spent part of our honeymoon trip here, and we loved it. The house is astonishingly beautiful and Steven prepared us an amazing breakfast everyday, gave us great advice on where to go and what to see and was in general a perfect innkeeper! Thanks again!!!	environment,food
When we had booked this hotel we had emailed in advanced asking if we could store out luggage while we went camping, they seemed to have no problem with this, until we arrived. When we asked where we would keep our bags the lady insisted we must have been confused even after we had shown her the email stating we.	facility
Positives: Location! It is on the main strip, next to Hard Rock Cafe and lots of food options. Walking distance to Waikiki Beach and The Cheesecake Factory. Room size is decent. Negatives: In major need of a renovation! Very outdated and the lifts smell. Wifi connection is poor. Overall, would stay here again.	facility,environment,location
We spent 2 weeks in this hotel due to the cost of the the normal hotels we stay at were double the normal cost. The location of this hotel is GREAT, it has a nice good size flat screen TV with cable/Sat TV, and both beds were actually pretty comfortable - at this poit there is nothing else.	facility,location
I hesitate to share negative experience on the internet, but for the sake of others who could make the same mistake as us I feel obligated to. This hotel is a total sham. We do not live in Waikiki and like most travelers must make reservations at hotels based upon hotel websites and reviews. Their website inaccurately advertised clean updated.	environment
The staff were really friendly and very accommodating. If you are looking for somewhere to stay for the value of your money (esp. if you are on a budget) then its PolyPlaza. Its got FREE wifi, a kitchenette (fridge, microwave and cofee-maker and eating utensils, plates and cups). The housemaids will provide Hawaiian coffee everyday and housekeeping. The bathroom is good.	service,facility,food
Clean room, old style, 1960ish, needs some renovations, but again, location, location, location! !! Near, beach, shopping, restaurants, and, bus, very convenient! !Great, place, to stay, if you dont mind having big hotel luxury, but your in Hawaii, so youll be out everyday, enjoying, so save money and stay here, Aloha! !!!!!!!!	environment,location
We stayed here for about a week in October 2015. We checked in with no problems and were given a key that would allow us to use the elevator and access the stairs. The elevator is a little bit sketchy but we never really used it (only for when we arrived with all the luggage and for when we left).	facility
We stayed here for over a month as we have just moved to Honolulu and had to sort a permanent place to stay. The Manager and Staff were very friendly and went out of their way to make sure they had a room for us and worked with us during our stay - as we didnt know when we would.	service
Hey, if you want a Hilton or even a Holiday Inn this may not be for you but if you want Waikiki on a hometown beach budget its a winner! Tucked in behind the big towers on the beach the reach the sky in altitude and price is Polynesian Plaza. An older place but comfy like your favorite couch.	location
I booked this hotel for mid October months ago. In early October, I called this hotel to find out more about the bathroom size and to my horror, the hotel just cancelled my reservations without informing me. Can you imagine if I had arrived on that day with 2 children to only find out I have no where to stay.	service,facility
For the price that I paid for the room, it was horrific meaning that when me and my wife got into the room, IT WAS VERY HOT! The next thing was that the elevator wasnt working, it took us over 45 minutes to find out that the hotel didnt have a parking spot after making circles and finally, the shower.	service,facility,environment
Rooms were nice, basic but a good size, older style. No mod cons. The beds were very comfortable. Good size kitchenette. Great location. Nice pool. Wifi was only free down in common area which was pretty much completely outside so not fun when raining. And it wasnt the best wifi. Better to go to Starbucks. There was wifi available.	facility,environment
This is an older property but it is super clean, never saw a bug anywhere! It is the best location-in my opinion-with everything from awesome dining to 3 blocks walk to public beach (with beachside drinks/snack shack). Love the 5-6 food truck court just one block away on Beachwalk Ave. Amazing shopping (Prada, Coach, Louis Vitton, etc.).	environment,location
The entrance to the hotel is low key and between two retail stores on busy the Kalakaua Avenue. You could easily pass by its entrance on the street and miss it. Their Waikiki location is very good for shopping and access to TheBus. If you know what you want to visit on Oahu, I strongly recommend using the economical.	location
The only reason for the 4th star is the location and staff. The hotel is located 10 minutes from the beach, opposite Tiffanys/Coach/Burberry and right downstairs is an amazing ramen restaurant. It is walking distance to all the necessary amenities. Its quite hidden, walked past several times and had to double back. Also safe at night.	service,location
Great location but subpar accommodations.	environment,location
I knew this wasnt going to be amazing simply because of the price and previous reviews. It wasnt horrible but it doesnt look like the website at all..... Like at all. Its livable and the location is great. You can get parking really close for 24 a day. The wifi doesnt work the top two floors are under construction.	facility,location
Not exactly a five-star hotel but right in the heart of the Waikiki shopping precinct and a fairly short walk to the beach. Surrounded by high-end shops and restaurants, the accommodation is basic but you will money left over for shopping and sightseeing. An ABC convenience store across the road which sells food, clothing and booze. Get a unit fronting.	location
Unprepared for firstly the unwelcoming entrance to this establishment. Up a narrow walkway, past a lift that reminded me of the ancient ones in Paris To find the Office a room out by the pool area with 3/4 of the window area covered with glass like banks used to have. We had to bend down to talk.	facility
Most may not like a tired appearance, but the place was clean, provided cooking facilities, WiFi, a very comfortable queen bed. Would be one of the cheapest hotels amongst a lot of 5 stars hotels at a fraction of cost.	facility,environment
We had a one night stay at your hotel, Sept. 19. 2015. It had to be the worst hotel I have ever stayed in. Upon arrival we discovered that the elevator was broken. I was traveling with an elderly gentleman and the stairs were the only way to our room. Due to time constraints and our one night stay in.	facility
Very nice hotel with very nice atmosphere. Definitely something Id recommend. The interior was renovated probably 10 years ago, so its not brand new, but its clean and comfortable. The Hotel CEO and the manager on duty took their time to talk to all guests one evening and ask about our stay etc. over a glass of champagne (free of charge). Ive never seen such good service at a hotel. I should mention the spa and pool - very good bonus. If I had to say something negative - the internet connection. Its simply criminal to have such a slow and unstable internet connection in 2015. And may be, king size beds that are not to single beds with tendency to move apart.	service,facility,environment
An experience for life. Just do it! Staff did their utmost to make our stay perfect, and perfect it was. Location is absolutely beautiful and secluded. Rooms and entire estate is very charming. Especially enjoyed taking the boats out on the lake. Hope to return some time in the future.	service,location
We were picked up from the airport in a car which was not vacuum cleaned for a long time. That might sound like a small thing, but it is symbolic for the rest of our experience. Just not good enough anymore, except the bill. Running a place like this is like being married to a Harvard educated supermodel. Its high.	environment
On the shore of Lake Saranac, this is a very luxurious and peaceful place to stay. The food was high quality, and the service was perfect. Nothing is too much trouble. Lunch can be wherever you want it - a picnic on a small island, on the deck, in your room..... Breakfast is when and where you want it.	food,location
From the minute you arrive until the minute you sadly have to leave The Point, you are treated as if your person needs and desires are the only thing that matter. The staff and service here are incomparable to most any place else you will ever stay. The setting is glorious, with great views of the lake and woods.	service,environment
The point is possibly one of our favorite restaurants . With our children all over the age of 21 its fun to go Out and enjoy a great meal snd casual drinks eith our children. I have never have been disappointed with any thing I have ordered there to eat, and the orange crushes are amazing.	food
The Point exceeds perfection. From the moment you arrive be prepared to indulge. The grounds and accommodations are very charming and comfy. Besides all the dead animals on the walls. Im a city girl and that took me a bit to get used to and settle into this mountainous element. Its a 5 star sleep away camp for adults.	facility
That is the name on one of their boats. And the essence of their philosophy. They have gotten the point and do everything right. From the warmest and crunchiest breakfast croissant to a lit fireplace and hot tea in the cabin to greet you after your hike.And every single person will do their outmost to keep you happy.	food
We visited The Point two years ago, and decided to return for our 25th Wedding Anniversary. I was a little apprehensive - so often when you loved somewhere first time the return is a disappointment and we had such an amazing time - would this visit be as good We arrived by car to be greeted warmly by staff.	service
The only place ill stay in Houston. Fantastic service, incredibly friendly staff, great food and the best fitness options in the entire city. The rooms are a bit small and bathrooms are not luxurious by todays standards, but they are more than adequate and everything else about the place more than makes up for any shortcomings in that department.	service,food
The room smelled as soon as you walked in. Smelled very humid.	environment
Loved everything about the Houstoinan from the very attentive car valets to the door greeter. My only complaint concerns the bed pillows. Unfortunately they were very thin flimsy! Loved the pool area gym too!	facility
Stayed one night to attend a meeting held the next day. Dined at in-house restaurant, The Olivette, where the wine list and the meal were excellent and the service was very good. The attractively decorated rooms are very quiet with a forest view out the windows. It is hard to imagine you are in the middle of a major city here. The room was very clean and there was nice turndown service. The room was adequately lighted and there were outlets to charge electronics. There were nice pillows on the bed and the linens were crisp and new-looking. Check in and Check Out were a breeze. The front desk verified my expenses and gave me a print out of my charges.	facility,environment,food
Really enjoyed the spa. Great facial!	facility
Quiet, friendly staff, no issues.	service,environment
Excellent service, beautiful Christmas decor, wonderful time at the Trellis Spa.	service,facility,environment
Met up with our daughter and had a great time in Houston. The hotel was easy to find and was quite lovely--especially the spa!! Would highly recommend taking time to use the Trellis Spa while in Houston.	facility,location
Everyone at the hotel made our stay so amazing. We were there in time to see the harvest decorations being put away and the magnificent Christmas decor being put up. They all did an amazing job. It is definitely more for couples and grown ups. It would feel too stuffy for children.	environment
We have been staying at the Houstonian hotel for 20 years now and its never let us down!!! When the staff calls us by our names year after year.... What does that tell u about the hotel management.	service
Hotel was awesome. Service was beyond anything Ive gotten before. Room service and food was EXCELLENT.	service,food
Great place to enjoy relaxing family time. 3 pools! Several restaurants and very friendly staff.	service,facility
Hotel and hotel staff are amazing, 5 stars. Family pool was awful, our neighborhood pool is 100xs cleaner, better service personnel and life guards that enjoy their job. Great get away for couples or business, leave family at home.	service
25th anniv mini getaway. Secluded yet in the Uptown area, great, restrained service.	service
We live on the other side of Houston and felt that our stay at the Houstonian was a wonderful getaway. It really felt like we were on holiday. We loved the comfort, the view of the woods and the tranquility of the place.	environment
Great stay as always. Superior accommodations, food, fitness classes(31/day)with excellent instructors, grounds, swimming pools. The best in Houston by far.	facility,food
The most relaxing beautiful hotel in Houston. Service is exceptional and staff is excellent. Spa is the best inTexas....	facility,environment,food
The hotel was nice but is very outdated. The bathroom for a family for very, very small. We had a deluxe king room which is good for 4 people but the bathroom was the size fit for a standard room for 2 people.	facility
Wonderful stay! Great couples retreat. Make sure you stay a couple of days to take advantage of all of the amenities including the Trellis Spa. Will definitely be back for our anniversary. Staff is superb and dont forget to eat at the restaurant downstairs Olivette.	service,facility,location
The Houstonian may not be the cheapest hotel in the area, but I believe its the best. Its still a great value when you look at the service, amenities, and location. The grounds make it a wonderful oasis in a busy part of the city. Everything is kept up immaculately and is first class. The rooms have everything you could need for a comfortable stay. I loved walking the beautiful and easy to walk path around the grounds each morning and seeing/hearing all the birds. I didnt use the pool areas, but they are gorgeous and spacious. Highly recommended hotel.	facility,environment
We always have a pleasant stay at the Houstonian, love the atmosphere, the rooms are also dark in the morning due to the lush greenery so we are able to get a good nights rest. We were celebrating our triplet grandchildrens 6th Birthday (their favorite hotel) and they were surprised by the hotel with a plate of fresh cookies and milk! Thank you Houstonian!	environment,food
I checked in for 10 days, but checked out after 2. My problem with the hotel was room size - particularly bathroom size. The bedroom was adequate. The bathroom ceiling is at about 6.5 feet. The door opens into the tiny bathroom which makes it necessary to close the door making it extremely claustrophobic.	facility
The king size bed was the most uncomfortable bed I had slept in for decades. I honestly thought I was sleeping on a sheet of plywood.	facility
This hotel is way over rated, its nothing like the description or the reviews. Basically its Old (very old) building in the heart of apartment complex/parking lot jungle. Furniture is very old, hotel theme feel like 1850s, clean but old. Tge staff is friendly but you can tell they inexperienced , mostly in there 20s. Room it self spacious but old, old carpet and TV. Bathrooms similar to Motels, bedsheets clean, new sheets, but bed is saggy. Surrounding area is jungle, literally!! Misty and not well kept. Lots traffic once you leave parking. Ppl come from surrounding complex apartments to run on trail. Bottom line, money wasted, will never come again.	facility,environment
Staff were awesome. By 2 nd day knew our name and were so nice. Will definitely go there again.	service
Nice hotel, secluded so that you dont feel like youre in the city but convenient for business great exercise facilities for working out. swimming and tennis.	facility
Great resort facilities, several pools, including a lap pool and an enormous gym. Room was very comfortable. We went for the concierge package, which included complementary drinks, snacks and continental breakfast. Lovely.	facility,food
We stop at the Houstonian every year on our way to ski and my 2 teenage boys just love it. We love the location, the food and the workout facilities. My kids especially love the basketball court!	facility,food,location
Hotel is very nice. High end finishes. Friendly staff. Bed was comfortable. There was some noise both from other guests and maintenance of grounds. Amenities are exceptional. Food in restaurants was also very good.	service,environment,food
Rooms and bathrooms are a little bit outdated, pool and spa is great!	facility
So relaxing and nice atmosphere. I took my pregnant girlfriend here as a last minute getaway in our hometown before her 3rd child arrived... we relaxed, rested, and enjoy the quite. The spa serices near by were on point...	facility,environment
Room and bathroom were extremely small considering the amount we paid per night to stay.	facility
We have stayed at the Houstonian before and its always top notch. Their holiday decor is amazing, and the staff is always so helpful.	service
We were in Houston for a family event so several families were staying at the Houstonian. We took advantage of the bar for nightcaps and the large fireplace and comfy sitting area off the lobby for complimentary coffee and conversation.	facility
Great hotel! The pools were amazing. We will be staying here anytime we go to Houston.	facility
Been staying there for 25 years. Great food, great gym, grounds amazing, staff super. Enough said!	service,facility,food
5 star accommodations as well as service. Even during the floods- they had staff to help us. We LOVED our time there.	service
Combination business and family. Really liked the exercise facility and service all around.	facility
My husband and I took a stacation here and it indeed is a five star from the amazing service to all the updated amenities, pools, gym everything was almost perfect. We chose this hotel after I verified that their shuttle went within 3 miles also viewing this on their website. Well time to take off and there was  no shuttle  available on Sunday after 6pm which I could not verify. That put a twist on things, we drove around the corner anyhow.	service,facility,location
We stayed a couple of nights for our daughters bday and Fathers day weekend for me as well. Everything was topnotch! From the courteous staff and great service down to every little detail. Our rooms were clean and well kept as well as all the public spaces. Our room had a nice view that seemed like we were in the woods. Indoor basketball and tennis court as well outdoor tennis courts just to name a few. Even has a lap pool (not sure if it was olympic size though). All gears and equipment are provided free of charge so no need to bring racquets, balls and even shoes. Just make sure to wear or bring socks but worry not as they sell socks if you happen to forget. We all enjoyed our stay. From my wife getting pampered inside their spa for most of the time to me and our teenage kids working a lot of sweat playing all sorts of sports. The only thing that was somewhat awkward for us was that their recreational pool was filled wth mostly small kids and toddlers with their Soccer Moms or the Rich Wives of Beverly hills type of women. Not really encouraging for a full grown man who likes to drink his cold beer by the pool or teenage kids/young adults doing their horsing around or whatever. Their lap pool is always occupied and Waiting a while for a lane to be vacant somewhat takes the fun out of it. Over all, Its a magnificent place to stay with so many things to enjoy while youre at it. And as my title says, Its a Country Club with a little touch of Hotel!	facility
We stayed at The Houstonian to celebrate our 17th Wedding Anniversary and are so glad we chose this hotel. There were a few hiccups in our stay, but we had such a nice time that the things that did go wrong are forgiven. The staff did try their best to makeup for the mishaps, which shows that they do care about their guests. I will say the bathrooms are very small (when you open the door there is only about 5 inches from the door to the toilet). The vanity and mirror is spacious, but definitely not for 2 people at once. The Trellis Spa and service from its staff is impeccable, and the gym and outdoor amenities makeup for the age of the hotel. It is hidden away from the busy roads and noise of the surrounding area, so you really feel like you are able to relax as if you were somewhere far away. The views out the windows all around the hotel are views of beautiful tress, as if you were in a secluded rainforest. As other reviewers mentioned, the valet service was really top notch and on their game. We will definitely be returning for a staycation at The Houstonian again. Thank you for making it a memorable Anniversary!	service,facility,environment
We came in for wedding. The staff was exceptional. Loved the workout facility. Will definitely stay again next time we are in Houston.	service
The Hotel and its grounds are beautiful, to say the least. Very warm, very welcoming, very grand. The staff were incredibly professional and welcoming as well. Everyone from the front desk to the spa to the bar - same level of amazing service. Speaking of the spa - I have never had a spa experience like this. Unbelievable! The ultimate in luxury in relaxation. Due to the flooding in the area we left a night early, just to be on the safe side. They did not charge us the extra night. I am seriously looking for excuses to stay at this hotel again.	service,environment
What a fabulous hotel and resort property . Incredible amenities made our family time relaxing and enjoyable, providing us with the perfect getaway escape and memories !!	facility
This is a beautiful hotel with great views and excellent amenities. The Spa staff are extremely friendly and helpful. The hotel front desk staff are not as friendly, yet they are professional. I would definitely recommend this hotel for a luxurious weekend getaway.	service,facility,environment
